,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,AATT,AMID,ADEF,AOVR
280,West Brom,Tottenham,10/15/2016 15:00:00,9,9,2,17,1-1,7,7,5.5,3.8,1.73,5.25,3.8,1.67,4.8,3.6,1.75,5.25,3.6,1.75,5.45,3.91,1.72,30,26.3,17,115.1,3.84,38,22.7,20,385.5,10.14,81,76,74,75,85,81,81,81
281,Arsenal,Swansea,10/15/2016 15:00:00,3,16,17,4,3-2,7,7,1.29,6.5,11,1.26,6.25,10,1.25,6,11,1.29,5.75,12,1.28,6.15,12.8,42,23.7,26,522.75,12.45,37,25.9,34,137.1,3.71,81,83,82,83,78,76,75,77
282,Bournemouth,Hull,10/15/2016 15:00:00,13,8,15,7,6-1,7,7,1.85,3.5,5,1.8,3.5,4.75,1.85,3.5,4.3,1.85,3.5,4.75,1.83,3.61,5.05,41,23.4,16,103.5,2.52,42,25,22,132.95,3.17,74,75,74,74,76,74,75,75
283,Crystal Palace,West Ham,10/15/2016 17:30:00,8,11,18,4,0-1,7,7,2.15,3.5,3.6,2,3.5,3.75,2.2,3.35,3.3,2.1,3.5,3.6,2.14,3.52,3.71,45,25.1,25,215.7,4.79,44,23.7,27,240.78,55.47,80,77,76,77,79,77,77,78
284,Middlesbrough,Watford,10/16/2016 13:30:00,16,6,11,8,0-1,7,7,2.25,3.3,3.6,2.2,3.1,3.6,2.3,3.3,3.15,2.2,3.25,3.6,2.33,3.27,3.51,35,26.3,21,121.75,3.48,46,25.8,36,189.35,4.12,76,74,74,75,78,78,76,77
285,Southampton,Burnley,10/16/2016 16:00:00,10,9,14,7,3-1,7,7,1.4,4.8,9.5,1.4,4.5,9,1.4,4.8,7.5,1.4,4.75,9,1.39,4.89,10.41,36,24.4,19,214.25,5.95,36,25.7,14,81.8,2.27,78,76,77,78,74,74,76,74
286,Bournemouth,Tottenham,10/22/2016 12:30:00,11,11,3,18,0-0,8,8,4.2,3.6,1.95,4.1,3.6,1.95,3.8,3.4,2,4,3.5,2,4.12,3.7,1.97,41,23.4,16,103.5,2.52,38,22.7,20,385.5,10.14,74,75,74,74,85,81,81,81
287,Arsenal,Middlesbrough,10/22/2016 15:00:00,2,19,17,6,0-0,8,8,1.25,6.5,15,1.25,6,12,1.25,6,11,1.25,6,13,1.27,6.28,13.55,42,23.7,26,522.75,12.45,35,26.3,21,121.75,3.48,81,83,82,83,76,74,74,75
288,Burnley,Everton,10/22/2016 15:00:00,14,7,6,15,2-1,8,8,6,3.8,1.67,6,3.8,1.62,4.8,3.6,1.75,6,3.75,1.67,6.05,3.87,1.68,36,25.7,14,81.8,2.27,39,24.9,22,284.35,7.29,74,74,76,74,85,78,79,80
289,Hull,Stoke,10/22/2016 15:00:00,16,7,18,6,0-2,8,8,3.1,3.3,2.5,2.95,3.2,2.5,2.7,3.2,2.7,3,3.3,2.5,3.16,3.35,2.46,42,25,22,132.95,3.17,34,26.1,27,193.25,5.68,76,74,75,75,77,78,77,78
290,Leicester,Crystal Palace,10/22/2016 15:00:00,13,8,9,11,3-1,8,8,2.05,3.5,3.9,2.05,3.4,3.7,2,3.4,3.8,2.05,3.4,4,2.06,3.44,4.1,31,25.6,21,175,5.65,45,25.1,25,215.7,4.79,79,78,76,78,80,77,76,77
291,Swansea,Watford,10/22/2016 15:00:00,19,4,10,11,0-0,8,8,2.38,3.3,3.3,2.3,3.25,3.25,2.3,3.3,3.15,2.38,3.25,3.3,2.33,3.35,3.42,37,25.9,34,137.1,3.71,46,25.8,36,189.35,4.12,78,76,75,77,78,78,76,77
292,West Ham,Sunderland,10/22/2016 15:00:00,15,7,20,2,1-0,8,8,1.67,4,5.75,1.7,3.8,5,1.75,3.6,4.8,1.7,3.75,5.5,1.68,4.07,5.52,44,23.7,27,240.78,55.47,42,24.3,27,112.5,2.68,79,77,77,78,81,76,73,76
293,Liverpool,West Brom,10/22/2016 17:30:00,4,17,12,10,2-1,8,8,1.29,6,13,1.28,6,12,1.3,5.5,9.5,1.29,6,11,1.28,6.26,12.86,38,23.4,23,394.15,10.37,30,26.3,17,115.1,3.84,82,81,81,81,81,76,74,75
294,Man City,Southampton,10/23/2016 13:30:00,1,19,8,12,1-1,8,8,1.5,4.5,7.5,1.5,4.5,7,1.5,4.2,6.5,1.5,4.6,6.5,1.5,4.63,7.3,44,24.7,36,621.4,14.12,36,24.4,19,214.25,5.95,83,85,81,83,78,76,77,78
295,Sunderland,Arsenal,10/29/2016 12:30:00,20,2,2,20,1-4,9,9,9,5,1.4,8,5.25,1.4,7.5,4.8,1.4,8,5,1.4,8.25,5.1,1.42,42,24.3,27,112.5,2.68,42,23.7,26,522.75,12.45,81,76,73,76,81,83,82,83
296,Middlesbrough,Bournemouth,10/29/2016 15:00:00,17,7,10,12,2-0,9,9,2.5,3.2,3.2,2.45,3.1,3.1,2.5,3.1,3,2.5,3.1,3.2,2.57,3.15,3.19,35,26.3,21,121.75,3.48,41,23.4,16,103.5,2.52,76,74,74,75,74,75,74,74
297,Tottenham,Leicester,10/29/2016 15:00:00,5,19,12,11,1-1,9,9,1.62,4.2,6,1.62,4,5.5,1.65,3.8,5.3,1.67,4,5.5,1.64,4.1,6.03,38,22.7,20,385.5,10.14,31,25.6,21,175,5.65,85,81,81,81,79,78,76,78
298,Watford,Hull,10/29/2016 15:00:00,9,12,18,7,1-0,9,9,1.75,3.75,5.25,1.72,3.75,5,1.75,3.6,4.8,1.75,3.6,5.25,1.75,3.72,5.6,46,25.8,36,189.35,4.12,42,25,22,132.95,3.17,78,78,76,77,76,74,75,75
299,West Brom,Man City,10/29/2016 15:00:00,13,10,1,20,0-4,9,9,8,4.75,1.44,7,4.5,1.45,7,4.5,1.45,8,4.5,1.44,7.48,4.57,1.5,30,26.3,17,115.1,3.84,44,24.7,36,621.4,14.12,81,76,74,75,83,85,81,83
300,Crystal Palace,Liverpool,10/29/2016 17:30:00,11,11,3,20,2-4,9,9,5.25,4,1.7,5,4,1.72,4.8,3.6,1.75,4.75,4,1.75,4.9,3.92,1.78,45,25.1,25,215.7,4.79,38,23.4,23,394.15,10.37,80,77,76,77,82,81,81,81
301,Everton,West Ham,10/30/2016 13:30:00,6,15,15,10,2-0,9,9,1.8,3.8,4.75,1.8,3.9,4.5,1.75,3.6,4.8,1.83,3.75,4.5,1.81,3.84,4.8,39,24.9,22,284.35,7.29,44,23.7,27,240.78,55.47,85,78,79,80,79,77,77,78
302,Southampton,Chelsea,10/30/2016 16:00:00,8,13,4,19,0-2,9,9,3.2,3.4,2.4,3.1,3.4,2.4,3.3,3.35,2.2,3,3.4,2.45,3.2,3.37,2.43,36,24.4,19,214.25,5.95,37,26.1,26,945.8,25.56,78,76,77,78,86,84,81,83
303,Stoke,Swansea,10/31/2016 20:00:00,16,9,19,5,3-1,9,9,2.05,3.6,3.8,2.05,3.6,3.75,1.9,3.5,4.1,2.05,3.5,3.8,2.1,3.52,3.85,34,26.1,27,193.25,5.68,37,25.9,34,137.1,3.71,77,78,77,78,78,76,75,77
304,Bournemouth,Sunderland,11/05/2016 15:00:00,10,12,20,2,1-2,10,10,1.65,4.2,5.5,1.62,3.9,5.75,1.65,3.8,5.3,1.62,4.2,5.5,1.63,4.27,5.78,41,23.4,16,103.5,2.52,42,24.3,27,112.5,2.68,74,75,74,74,81,76,73,76
305,Burnley,Crystal Palace,11/05/2016 15:00:00,14,11,13,11,3-2,10,10,3.3,3.3,2.38,3.2,3.25,2.35,2.95,3.3,2.4,3.25,3.25,2.38,3.42,3.37,2.32,36,25.7,14,81.8,2.27,45,25.1,25,215.7,4.79,74,74,76,74,80,77,76,77
306,Man City,Middlesbrough,11/05/2016 15:00:00,1,23,15,10,1-1,10,10,1.22,7,15,1.2,6.75,14.5,1.2,6.5,15,1.22,6.5,15,1.23,7.16,14.22,44,24.7,36,621.4,14.12,35,26.3,21,121.75,3.48,83,85,81,83,76,74,74,75
307,West Ham,Stoke,11/05/2016 15:00:00,17,10,12,12,1-1,10,10,2,3.6,4,2,3.5,3.8,2,3.4,3.8,2.05,3.5,3.8,2,3.59,4.13,44,23.7,27,240.78,55.47,34,26.1,27,193.25,5.68,79,77,77,78,77,78,77,78
308,Chelsea,Everton,11/05/2016 17:30:00,4,22,6,18,5-0,10,10,1.53,4.33,7,1.53,4.2,6.25,1.55,4,6.2,1.55,4.2,6.5,1.57,4.37,6.47,37,26.1,26,945.8,25.56,39,24.9,22,284.35,7.29,86,84,81,83,85,78,79,80
309,Arsenal,Tottenham,11/06/2016 12:00:00,2,23,5,20,1-1,10,10,1.95,3.6,4.2,1.95,3.6,3.9,2,3.4,3.8,1.95,3.5,4.2,1.95,3.59,4.35,42,23.7,26,522.75,12.45,38,22.7,20,385.5,10.14,81,83,82,83,85,81,81,81
310,Hull,Southampton,11/06/2016 14:15:00,18,7,9,13,2-1,10,10,5.75,3.8,1.7,5.5,3.8,1.65,5.3,3.8,1.65,5.5,3.8,1.7,5.73,3.88,1.7,42,25,22,132.95,3.17,36,24.4,19,214.25,5.95,76,74,75,75,78,76,77,78
311,Liverpool,Watford,11/06/2016 14:15:00,3,23,7,15,6-1,10,10,1.29,6,12,1.26,6,11,1.3,5.5,9.5,1.29,6,11,1.29,6.19,11.8,38,23.4,23,394.15,10.37,46,25.8,36,189.35,4.12,82,81,81,81,78,78,76,77
312,Leicester,West Brom,11/06/2016 16:30:00,11,12,16,10,1-2,10,10,1.8,3.6,5.25,1.78,3.6,4.75,1.75,3.6,4.8,1.75,3.6,5.2,1.78,3.63,5.49,31,25.6,21,175,5.65,30,26.3,17,115.1,3.84,79,78,76,78,81,76,74,75
313,Southampton,Liverpool,11/19/2016 15:00:00,10,13,1,26,0-0,11,11,3.4,3.6,2.2,3.3,3.5,2.15,3.8,3.4,2,3.3,3.5,2.25,3.32,3.56,2.28,36,24.4,19,214.25,5.95,38,23.4,23,394.15,10.37,78,76,77,78,82,81,81,81
314,Stoke,Bournemouth,11/19/2016 15:00:00,12,13,13,12,0-1,11,11,2.3,3.4,3.4,2.2,3.25,3.5,2.1,3.4,3.5,2.25,3.4,3.4,2.26,3.43,3.49,34,26.1,27,193.25,5.68,41,23.4,16,103.5,2.52,77,78,77,78,74,75,74,74
315,Sunderland,Hull,11/19/2016 15:00:00,20,5,18,10,3-0,11,11,2.15,3.4,3.8,2.15,3.25,3.6,2.1,3.4,3.5,2.15,3.3,3.75,2.11,3.35,4.03,42,24.3,27,112.5,2.68,42,25,22,132.95,3.17,81,76,73,76,76,74,75,75
316,Watford,Leicester,11/19/2016 15:00:00,8,15,14,12,2-1,11,11,2.8,3.3,2.75,2.7,3.3,2.65,2.7,3.2,2.7,2.8,3.25,2.7,2.91,3.3,2.68,46,25.8,36,189.35,4.12,31,25.6,21,175,5.65,78,78,76,77,79,78,76,78
317,Crystal Palace,Man City,11/19/2016 15:00:00,16,11,3,24,1-2,11,11,6.5,4.5,1.53,6.25,4.4,1.5,6.5,4.2,1.5,6.5,4.33,1.53,6.28,4.57,1.56,45,25.1,25,215.7,4.79,44,24.7,36,621.4,14.12,80,77,76,77,83,85,81,83
318,Everton,Swansea,11/19/2016 15:00:00,7,18,19,5,1-1,11,11,1.6,4.33,6,1.55,4.1,6.25,1.55,4,6.2,1.6,4.1,6,1.58,4.26,6.52,39,24.9,22,284.35,7.29,37,25.9,34,137.1,3.71,85,78,79,80,78,76,75,77
319,Tottenham,West Ham,11/19/2016 17:30:00,5,21,17,11,3-2,11,11,1.5,4.5,7.5,1.5,4.25,6.75,1.65,3.8,5.3,1.5,4.4,7,1.5,4.58,7.4,38,22.7,20,385.5,10.14,44,23.7,27,240.78,55.47,85,81,81,81,79,77,77,78
320,Middlesbrough,Chelsea,11/20/2016 16:00:00,15,11,2,25,0-1,11,11,7,4,1.57,6.25,4.1,1.55,6.5,4.2,1.5,6.5,4.1,1.57,6.83,4.28,1.56,35,26.3,21,121.75,3.48,37,26.1,26,945.8,25.56,76,74,74,75,86,84,81,83
321,West Brom,Burnley,11/21/2016 20:00:00,11,13,9,14,4-0,11,11,1.95,3.4,4.5,1.95,3.3,4.33,1.9,3.5,4.1,1.95,3.3,4.5,1.92,3.39,4.93,30,26.3,17,115.1,3.84,36,25.7,14,81.8,2.27,81,76,74,75,74,74,76,74
322,Burnley,Man City,11/26/2016 12:30:00,12,14,3,27,1-2,12,12,9,6,1.33,9.5,6,1.28,8,5.3,1.35,10,6,1.3,10.05,6.03,1.32,36,25.7,14,81.8,2.27,44,24.7,36,621.4,14.12,74,74,76,74,83,85,81,83
323,Leicester,Middlesbrough,11/26/2016 15:00:00,14,12,15,11,2-2,12,12,1.91,3.6,4.5,1.85,3.4,4.6,1.8,3.6,4.5,1.91,3.5,4.33,1.87,3.65,4.72,31,25.6,21,175,5.65,35,26.3,21,121.75,3.48,79,78,76,78,76,74,74,75
324,Hull,West Brom,11/26/2016 15:00:00,18,10,9,16,1-1,12,12,3.1,3.2,2.6,2.9,3.2,2.55,2.75,3.25,2.6,3.1,3.2,2.5,3.3,3.18,2.48,42,25,22,132.95,3.17,30,26.3,17,115.1,3.84,76,74,75,75,81,76,74,75
325,Liverpool,Sunderland,11/26/2016 15:00:00,2,27,19,8,2-0,12,12,1.17,8.5,19,1.17,7.5,15.5,1.2,6.5,15,1.17,8,17,1.19,8.68,16.06,38,23.4,23,394.15,10.37,42,24.3,27,112.5,2.68,82,81,81,81,81,76,73,76
326,Swansea,Crystal Palace,11/26/2016 15:00:00,20,6,16,11,5-4,12,12,2.63,3.4,2.88,2.55,3.2,2.9,2.4,3.3,2.95,2.62,3.25,2.88,2.67,3.32,2.9,37,25.9,34,137.1,3.71,45,25.1,25,215.7,4.79,78,76,75,77,80,77,76,77
327,Chelsea,Tottenham,11/26/2016 19:30:00,1,28,5,24,2-1,12,12,1.75,3.8,5.25,1.75,3.8,5,1.75,3.6,4.8,1.75,3.75,5,1.78,3.81,5.09,37,26.1,26,945.8,25.56,38,22.7,20,385.5,10.14,86,84,81,83,85,81,81,81
328,Watford,Stoke,11/27/2016 12:00:00,8,18,13,13,0-1,12,12,2.4,3.3,3.3,2.3,3.3,3.2,2.4,3.3,2.95,2.4,3.25,3.2,2.39,3.32,3.32,46,25.8,36,189.35,4.12,34,26.1,27,193.25,5.68,78,78,76,77,77,78,77,78
329,Arsenal,Bournemouth,11/27/2016 14:15:00,4,25,10,15,3-1,12,12,1.4,5,9,1.42,4.75,7.5,1.35,5.3,8,1.4,5,8,1.43,5.04,8.05,42,23.7,26,522.75,12.45,41,23.4,16,103.5,2.52,81,83,82,83,74,75,74,74
330,Southampton,Everton,11/27/2016 16:30:00,11,14,7,19,1-0,12,12,2.2,3.4,3.6,2.1,3.3,3.7,2.1,3.4,3.5,2.15,3.4,3.6,2.19,3.35,3.78,36,24.4,19,214.25,5.95,39,24.9,22,284.35,7.29,78,76,77,78,85,78,79,80
331,Man City,Chelsea,12/03/2016 12:30:00,3,30,1,31,1-3,13,13,2.15,3.6,3.6,2.15,3.5,3.6,2,3.4,3.8,2.15,3.5,3.5,2.14,3.59,3.64,44,24.7,36,621.4,14.12,37,26.1,26,945.8,25.56,83,85,81,83,86,84,81,83
332,Crystal Palace,Southampton,12/03/2016 15:00:00,17,11,10,17,3-0,13,13,3.5,3.3,2.3,3.2,3.4,2.25,2.95,3.3,2.4,3.4,3.3,2.25,3.58,3.39,2.24,45,25.1,25,215.7,4.79,36,24.4,19,214.25,5.95,80,77,76,77,78,76,77,78
333,Stoke,Burnley,12/03/2016 15:00:00,11,16,13,14,2-0,13,13,1.62,4,6.5,1.6,3.75,6.25,1.7,3.7,5,1.6,4,6,1.64,4.1,6.03,34,26.1,27,193.25,5.68,36,25.7,14,81.8,2.27,77,78,77,78,74,74,76,74
334,Sunderland,Leicester,12/03/2016 15:00:00,20,8,14,13,2-1,13,13,3.4,3.4,2.3,3.3,3.25,2.3,2.95,3.3,2.4,3.3,3.3,2.3,3.39,3.44,2.3,42,24.3,27,112.5,2.68,31,25.6,21,175,5.65,81,76,73,76,79,78,76,78
335,Tottenham,Swansea,12/03/2016 15:00:00,5,24,19,9,5-0,13,13,1.36,5.5,9,1.34,5,9.75,1.35,5.3,8,1.33,5.5,10,1.36,5.45,9.64,38,22.7,20,385.5,10.14,37,25.9,34,137.1,3.71,85,81,81,81,78,76,75,77
336,West Brom,Watford,12/03/2016 15:00:00,9,17,8,18,3-1,13,13,2.2,3.3,3.75,2.15,3.25,3.6,2.1,3.3,3.6,2.15,3.3,3.75,2.16,3.33,3.89,30,26.3,17,115.1,3.84,46,25.8,36,189.35,4.12,81,76,74,75,78,78,76,77
337,West Ham,Arsenal,12/03/2016 17:30:00,16,12,4,28,1-5,13,13,4.75,4.2,1.75,4.75,4,1.75,4.8,3.6,1.75,4.75,4,1.73,5.08,4.1,1.72,44,23.7,27,240.78,55.47,42,23.7,26,522.75,12.45,79,77,77,78,81,83,82,83
338,Bournemouth,Liverpool,12/04/2016 13:30:00,12,15,2,30,4-3,13,13,5,4,1.75,5,3.8,1.7,4.8,3.6,1.75,4.6,4,1.75,4.63,4.01,1.8,41,23.4,16,103.5,2.52,38,23.4,23,394.15,10.37,74,75,74,74,82,81,81,81
339,Middlesbrough,Hull,12/05/2016 20:00:00,15,12,18,11,1-0,13,13,1.83,3.5,5.25,1.75,3.6,5,1.85,3.5,4.3,1.8,3.5,5,1.8,3.57,5.4,35,26.3,21,121.75,3.48,42,25,22,132.95,3.17,76,74,74,75,76,74,75,75
