,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,AATT,AMID,ADEF,AOVR
92,Crystal Palace,Sunderland,02/04/2017 15:00:00,18,19,20,16,0-4,23,23,1.7,3.9,5.5,1.67,3.8,5.25,1.75,3.6,4.8,1.7,3.7,5.5,1.73,3.91,5.37,45,25.1,25,215.7,4.79,42,24.3,27,112.5,2.68,80,77,76,77,81,76,73,76
93,Everton,Bournemouth,02/04/2017 15:00:00,7,37,14,26,6-3,23,23,1.7,4,5.25,1.7,3.8,5,1.7,3.7,5,1.7,3.9,5.2,1.74,4,5.14,39,24.9,22,284.35,7.29,41,23.4,16,103.5,2.52,85,78,79,80,74,75,74,74
94,Hull,Liverpool,02/04/2017 15:00:00,19,17,4,46,2-0,23,23,8,4.75,1.45,7.25,4.5,1.45,6.2,4,1.55,7.5,4.5,1.44,7.68,4.59,1.49,42,25,22,132.95,3.17,38,23.4,23,394.15,10.37,76,74,75,75,82,81,81,81
95,Watford,Burnley,02/04/2017 15:00:00,13,27,10,29,2-1,23,23,2.15,3.3,3.9,2.1,3.25,3.8,2.1,3.4,3.5,2.1,3.3,3.75,2.12,3.28,4.1,46,25.8,36,189.35,4.12,36,25.7,14,81.8,2.27,78,78,76,77,74,74,76,74
96,West Brom,Stoke,02/04/2017 15:00:00,8,33,9,29,1-0,23,23,2.3,3.25,3.5,2.25,3.25,3.4,2.2,3.3,3.35,2.3,3.2,3.4,2.31,3.29,3.53,30,26.3,17,115.1,3.84,34,26.1,27,193.25,5.68,81,76,74,75,77,78,77,78
97,Tottenham,Middlesbrough,02/04/2017 17:30:00,2,47,15,21,1-0,23,23,1.29,6,13,1.26,5.5,13,1.3,5.5,9.5,1.25,6,13,1.29,5.95,13.45,38,22.7,20,385.5,10.14,35,26.3,21,121.75,3.48,85,81,81,81,76,74,74,75
98,Man City,Swansea,02/05/2017 13:30:00,5,46,17,21,2-1,23,23,1.22,7,15,1.2,7.25,13,1.25,6,11,1.22,6.5,13,1.23,7.55,13.6,44,24.7,36,621.4,14.12,37,25.9,34,137.1,3.71,83,85,81,83,78,76,75,77
99,Leicester,Man Utd,02/05/2017 16:00:00,16,21,6,42,0-3,23,23,5.75,4,1.65,5.25,3.8,1.67,5,3.7,1.7,5.5,3.75,1.67,5.95,3.89,1.68,31,25.6,21,175,5.65,42,23.5,24,553.25,12.7,79,78,76,78,84,84,82,83
100,Arsenal,Hull,02/11/2017 12:30:00,4,47,18,20,2-0,24,24,1.29,6,13,1.26,5.75,11.5,1.3,5.5,9.5,1.25,5.75,11,1.3,6.2,11.44,42,23.7,26,522.75,12.45,42,25,22,132.95,3.17,81,83,82,83,76,74,75,75
101,Stoke,Crystal Palace,02/11/2017 15:00:00,11,29,19,19,1-0,24,24,2.15,3.3,3.9,2.05,3.3,3.9,2.1,3.3,3.6,2.05,3.25,3.6,2.13,3.42,3.86,34,26.1,27,193.25,5.68,45,25.1,25,215.7,4.79,77,78,77,78,80,77,76,77
102,Sunderland,Southampton,02/11/2017 15:00:00,20,19,13,27,0-4,24,24,3.9,3.4,2.1,3.7,3.4,2.05,3.3,3.35,2.2,3.6,3.4,2,3.92,3.54,2.07,42,24.3,27,112.5,2.68,36,24.4,19,214.25,5.95,81,76,73,76,78,76,77,78
103,Man Utd,Watford,02/11/2017 15:00:00,6,45,10,30,2-0,24,24,1.25,6.5,14,1.25,6.25,11.5,1.27,5.8,10.5,1.25,5.75,13,1.27,6.4,13,42,23.5,24,553.25,12.7,46,25.8,36,189.35,4.12,84,84,82,83,78,78,76,77
104,Middlesbrough,Everton,02/11/2017 15:00:00,15,21,7,40,0-0,24,24,3.9,3.3,2.15,3.7,3.3,2.1,3.7,3.35,2.05,3.6,3.2,2.1,3.8,3.35,2.18,35,26.3,21,121.75,3.48,39,24.9,22,284.35,7.29,76,74,74,75,85,78,79,80
105,Liverpool,Tottenham,02/11/2017 17:30:00,5,46,2,50,2-0,24,24,2.3,3.4,3.4,2.25,3.4,3.25,2.2,3.35,3.3,2.15,3.25,3.4,2.22,3.41,3.61,38,23.4,23,394.15,10.37,38,22.7,20,385.5,10.14,82,81,81,81,85,81,81,81
106,Liverpool,Tottenham,02/11/2017 17:30:00,5,46,2,50,2-0,24,24,2.3,3.4,3.4,2.25,3.4,3.25,2.2,3.35,3.3,2.15,3.25,3.4,2.22,3.41,3.61,38,23.4,23,394.15,10.37,38,22.7,20,385.5,10.14,82,81,81,81,85,81,81,81
107,Burnley,Chelsea,02/12/2017 13:30:00,12,29,1,59,1-1,24,24,9,5,1.4,7.75,4.6,1.42,7.5,4.8,1.4,8,4.33,1.4,8.59,4.73,1.44,36,25.7,14,81.8,2.27,37,26.1,26,945.8,25.56,74,74,76,74,86,84,81,83
108,Swansea,Leicester,02/12/2017 16:00:00,17,21,16,21,2-0,24,24,2.4,3.3,3.25,2.4,3.25,3.1,2.4,3.3,2.95,2.3,3.1,3.1,2.44,3.3,3.25,37,25.9,34,137.1,3.71,31,25.6,21,175,5.65,78,76,75,77,79,78,76,78
109,Bournemouth,Man City,02/13/2017 20:00:00,14,26,3,49,0-2,24,24,7.5,5,1.44,6.75,4.75,1.45,7,4.3,1.47,6.5,4.5,1.44,6.97,4.95,1.48,41,23.4,16,103.5,2.52,44,24.7,36,621.4,14.12,74,75,74,74,83,85,81,83
110,Chelsea,Swansea,02/25/2017 15:00:00,1,60,15,24,3-1,25,25,1.25,6.5,15,1.22,6.25,14,1.22,6.5,12,1.25,6,13,1.27,6.51,12.91,37,26.1,26,945.8,25.56,37,25.9,34,137.1,3.71,86,84,81,83,78,76,75,77
111,Crystal Palace,Middlesbrough,02/25/2017 15:00:00,19,19,16,22,1-0,25,25,2.1,3.2,4.2,2.1,3.2,3.9,2.1,3.4,3.5,2.05,3,4.2,2.12,3.13,4.37,45,25.1,25,215.7,4.79,35,26.3,21,121.75,3.48,80,77,76,77,76,74,74,75
112,Everton,Sunderland,02/25/2017 15:00:00,7,41,20,19,2-0,25,25,1.4,5.25,8.5,1.4,4.6,8.5,1.45,4.4,7.2,1.4,4.75,7.5,1.43,5.18,7.91,39,24.9,22,284.35,7.29,42,24.3,27,112.5,2.68,85,78,79,80,81,76,73,76
113,Hull,Burnley,02/25/2017 15:00:00,18,20,12,30,1-1,25,25,2.15,3.3,3.9,2.15,3.25,3.6,2.2,3.35,3.3,2.15,3.1,3.75,2.2,3.22,3.91,42,25,22,132.95,3.17,36,25.7,14,81.8,2.27,76,74,75,75,74,74,76,74
114,West Brom,Bournemouth,02/25/2017 15:00:00,8,37,14,26,2-1,25,25,2.1,3.4,4,2.05,3.4,3.75,1.9,3.5,4.1,2.05,3.3,3.75,2.11,3.44,3.93,30,26.3,17,115.1,3.84,41,23.4,16,103.5,2.52,81,76,74,75,74,75,74,74
115,Watford,West Ham,02/25/2017 17:30:00,13,30,10,32,1-1,25,25,2.63,3.3,2.9,2.55,3.25,2.85,2.6,3.25,2.75,2.5,3.1,2.9,2.63,3.26,3,46,25.8,36,189.35,4.12,44,23.7,27,240.78,55.47,78,78,76,77,79,77,77,78
116,Tottenham,Stoke,02/26/2017 13:30:00,3,50,9,32,4-0,25,25,1.44,5,7.5,1.4,4.75,8.25,1.4,4.8,7.5,1.4,4.5,8,1.43,4.89,8.49,38,22.7,20,385.5,10.14,34,26.1,27,193.25,5.68,85,81,81,81,77,78,77,78
117,Leicester,Liverpool,02/27/2017 20:00:00,17,21,5,49,3-1,25,25,5.5,4.2,1.65,5.75,4,1.6,5,3.7,1.7,5.25,4,1.6,5.75,4.27,1.63,31,25.6,21,175,5.65,38,23.4,23,394.15,10.37,79,78,76,78,82,81,81,81
118,Man Utd,Bournemouth,03/04/2017 12:30:00,6,48,14,26,1-1,25,26,1.25,6.5,15,1.25,6,12,1.2,6.5,15,1.25,6,12,1.27,6.55,12.75,42,23.5,24,553.25,12.7,41,23.4,16,103.5,2.52,84,84,82,83,74,75,74,74
119,Leicester,Hull,03/04/2017 15:00:00,15,24,19,21,3-1,26,26,1.85,3.6,4.75,1.85,3.5,4.5,1.8,3.6,4.5,1.8,3.4,4.5,1.87,3.55,4.92,31,25.6,21,175,5.65,42,25,22,132.95,3.17,79,78,76,78,76,74,75,75
120,Stoke,Middlesbrough,03/04/2017 15:00:00,10,32,17,22,2-0,26,26,1.95,3.4,4.5,1.95,3.3,4.33,2,3.4,3.8,1.91,3.2,4.33,2,3.3,4.6,34,26.1,27,193.25,5.68,35,26.3,21,121.75,3.48,77,78,77,78,76,74,74,75
121,Swansea,Burnley,03/04/2017 15:00:00,16,24,11,31,3-2,26,26,2,3.5,4.2,2,3.4,3.9,1.9,3.5,4.1,2,3.2,4,2.05,3.35,4.27,37,25.9,34,137.1,3.71,36,25.7,14,81.8,2.27,78,76,75,77,74,74,76,74
122,Watford,Southampton,03/04/2017 15:00:00,12,31,13,30,3-4,26,25,3.6,3.4,2.2,3.5,3.2,2.2,3.15,3.3,2.3,3.4,3.25,2.15,3.54,3.38,2.26,46,25.8,36,189.35,4.12,36,24.4,19,214.25,5.95,78,78,76,77,78,76,77,78
123,West Brom,Crystal Palace,03/04/2017 15:00:00,8,40,18,22,0-2,26,26,2.2,3.3,3.8,2.2,3.1,3.6,2,3.4,3.8,2.15,3.1,3.6,2.23,3.28,3.74,30,26.3,17,115.1,3.84,45,25.1,25,215.7,4.79,81,76,74,75,80,77,76,77
124,Liverpool,Arsenal,03/04/2017 17:30:00,5,49,4,50,3-1,26,25,2.15,3.6,3.6,2.05,3.5,3.6,2,3.4,3.8,2.05,3.3,3.5,2.14,3.51,3.73,38,23.4,23,394.15,10.37,42,23.7,26,522.75,12.45,82,81,81,81,81,83,82,83
125,Tottenham,Everton,03/05/2017 13:30:00,2,53,7,44,3-2,26,26,1.67,4.2,5.25,1.6,4,5.75,1.7,3.7,5,1.62,3.8,5.5,1.64,4.17,5.88,38,22.7,20,385.5,10.14,39,24.9,22,284.35,7.29,85,81,81,81,85,78,79,80
126,Sunderland,Man City,03/05/2017 16:00:00,20,19,3,52,0-2,26,25,11,6.5,1.29,10,6,1.28,9.5,5.5,1.3,10,5.75,1.29,10.81,6.35,1.3,42,24.3,27,112.5,2.68,44,24.7,36,621.4,14.12,81,76,73,76,83,85,81,83
127,West Ham,Chelsea,03/06/2017 20:00:00,9,33,1,63,1-2,26,26,6,4.1,1.62,5.75,4,1.6,5.7,3.9,1.6,5.25,4,1.62,5.75,4.3,1.63,44,23.7,27,240.78,55.47,37,26.1,26,945.8,25.56,79,77,77,78,86,84,81,83
128,Man City,Stoke,03/08/2017 20:00:00,3,55,9,35,0-0,26,27,1.25,6.5,15,1.25,6,12.5,1.22,6.5,12.5,1.22,6.5,12,1.25,6.8,13.6,44,24.7,36,621.4,14.12,34,26.1,27,193.25,5.68,83,85,81,83,77,78,77,78
129,Bournemouth,West Ham,03/11/2017 15:00:00,14,26,9,33,3-2,27,27,2.6,3.5,2.8,2.5,3.4,2.8,2.5,3.3,2.85,2.5,3.3,2.75,2.67,3.4,2.84,41,23.4,16,103.5,2.52,44,23.7,27,240.78,55.47,74,75,74,74,79,77,77,78
130,Everton,West Brom,03/11/2017 15:00:00,7,44,8,40,3-0,27,27,1.67,3.8,6,1.6,3.7,5.75,1.65,3.8,5.3,1.62,3.75,5.75,1.68,3.89,6,39,24.9,22,284.35,7.29,30,26.3,17,115.1,3.84,85,78,79,80,81,76,74,75
131,Hull,Swansea,03/11/2017 15:00:00,19,21,16,24,2-1,27,27,2.55,3.3,3,2.5,3.2,3,2.5,3.3,2.85,2.5,3.1,2.9,2.58,3.24,3.08,42,25,22,132.95,3.17,37,25.9,34,137.1,3.71,76,74,75,75,78,76,75,77
132,Liverpool,Burnley,03/12/2017 16:00:00,4,52,11,31,2-1,27,27,1.25,6.5,14,1.22,6.5,12.5,1.22,6.2,13.5,1.22,6,13,1.26,6.55,13.5,38,23.4,23,394.15,10.37,36,25.7,14,81.8,2.27,82,81,81,81,74,74,76,74
133,West Brom,Arsenal,03/18/2017 12:30:00,8,40,5,50,3-1,28,26,5.25,4,1.73,4.75,3.9,1.72,5,3.7,1.7,4.75,3.8,1.7,5.36,4.02,1.71,30,26.3,17,115.1,3.84,42,23.7,26,522.75,12.45,81,76,74,75,81,83,82,83
134,West Ham,Leicester,03/18/2017 15:00:00,11,33,15,27,2-3,28,27,2.3,3.5,3.3,2.25,3.4,3.25,2.2,3.35,3.3,2.25,3.3,3.1,2.33,3.49,3.28,44,23.7,27,240.78,55.47,31,25.6,21,175,5.65,79,77,77,78,79,78,76,78
135,Crystal Palace,Watford,03/18/2017 15:00:00,17,25,13,31,1-0,27,27,1.91,3.5,4.75,1.9,3.5,4.2,2,3.4,3.8,1.91,3.3,4.33,1.94,3.45,4.63,45,25.1,25,215.7,4.79,46,25.8,36,189.35,4.12,80,77,76,77,78,78,76,77
136,Everton,Hull,03/18/2017 15:00:00,7,47,18,24,4-0,28,28,1.53,4.33,7,1.53,4.1,6.75,1.5,4.2,6.5,1.5,4.2,6.5,1.52,4.46,7.15,39,24.9,22,284.35,7.29,42,25,22,132.95,3.17,85,78,79,80,76,74,75,75
137,Stoke,Chelsea,03/18/2017 15:00:00,9,36,1,66,1-2,28,27,6.5,4,1.62,5.5,4.1,1.6,5.3,3.8,1.65,5.75,3.8,1.6,6.54,4.04,1.61,34,26.1,27,193.25,5.68,37,26.1,26,945.8,25.56,77,78,77,78,86,84,81,83
138,Sunderland,Burnley,03/18/2017 15:00:00,20,19,12,31,0-0,27,28,2.55,3.3,3,2.55,3.1,2.95,2.4,3.3,2.95,2.5,3.1,2.9,2.62,3.23,3.04,42,24.3,27,112.5,2.68,36,25.7,14,81.8,2.27,81,76,73,76,74,74,76,74
139,Bournemouth,Swansea,03/18/2017 17:30:00,14,30,16,27,2-0,28,28,2.15,3.5,3.6,2.1,3.4,3.6,2.3,3.3,3.15,2.1,3.3,3.5,2.15,3.51,3.7,41,23.4,16,103.5,2.52,37,25.9,34,137.1,3.71,74,75,74,74,78,76,75,77
140,Middlesbrough,Man Utd,03/19/2017 12:00:00,19,22,6,49,1-3,27,26,6,3.7,1.7,5.75,3.7,1.65,5.3,3.8,1.65,5.5,3.6,1.67,5.97,3.8,1.69,35,26.3,21,121.75,3.48,42,23.5,24,553.25,12.7,76,74,74,75,84,84,82,83
141,Tottenham,Southampton,03/19/2017 14:15:00,2,56,10,33,2-1,27,26,1.73,3.8,5.5,1.7,3.7,5.25,1.65,4,5,1.67,3.6,5.25,1.72,3.87,5.53,38,22.7,20,385.5,10.14,36,24.4,19,214.25,5.95,85,81,81,81,78,76,77,78
142,Man City,Liverpool,03/19/2017 16:30:00,3,56,4,55,1-1,27,28,2,3.75,3.8,1.95,3.7,3.75,1.9,3.5,4.1,1.91,3.5,3.8,1.98,3.68,4.1,44,24.7,36,621.4,14.12,38,23.4,23,394.15,10.37,83,85,81,83,82,81,81,81
143,Liverpool,Everton,04/01/2017 12:30:00,4,56,7,50,3-1,29,29,1.73,3.9,5.25,1.67,4,5,1.65,3.8,5.3,1.67,3.8,5,1.73,3.97,5.25,38,23.4,23,394.15,10.37,39,24.9,22,284.35,7.29,82,81,81,81,85,78,79,80
144,Burnley,Tottenham,04/01/2017 15:00:00,13,32,2,62,0-2,29,28,5.75,3.8,1.7,5.5,3.8,1.65,5,3.7,1.7,5.5,3.75,1.65,6.07,3.91,1.67,36,25.7,14,81.8,2.27,38,22.7,20,385.5,10.14,74,74,76,74,85,81,81,81
145,Chelsea,Crystal Palace,04/01/2017 15:00:00,1,69,16,28,1-2,28,28,1.3,5.75,12,1.26,5.75,11.5,1.25,6,11,1.29,5.25,12,1.3,5.9,12,37,26.1,26,945.8,25.56,45,25.1,25,215.7,4.79,86,84,81,83,80,77,76,77
146,Hull,West Ham,04/01/2017 15:00:00,19,24,12,33,2-1,29,29,2.45,3.4,3.1,2.4,3.3,3,2.5,3.3,2.85,2.4,3.25,2.9,2.47,3.42,3.1,42,25,22,132.95,3.17,44,23.7,27,240.78,55.47,76,74,75,75,79,77,77,78
147,Leicester,Stoke,04/01/2017 15:00:00,15,30,9,36,2-0,28,29,2.05,3.5,4,2,3.4,3.9,1.9,3.5,4.1,2,3.3,3.8,2.07,3.48,4,31,25.6,21,175,5.65,34,26.1,27,193.25,5.68,79,78,76,78,77,78,77,78
148,Man Utd,West Brom,04/01/2017 15:00:00,5,52,8,43,0-0,27,29,1.36,5,11,1.36,5,8.5,1.3,5.5,9.5,1.36,4.5,9.5,1.37,5.05,10.55,42,23.5,24,553.25,12.7,30,26.3,17,115.1,3.84,84,84,82,83,81,76,74,75
149,Watford,Sunderland,04/01/2017 15:00:00,14,31,20,20,1-0,28,28,1.85,3.6,4.75,1.83,3.6,4.5,1.85,3.5,4.3,1.8,3.5,4.5,1.87,3.67,4.72,46,25.8,36,189.35,4.12,42,24.3,27,112.5,2.68,78,78,76,77,81,76,73,76
150,Southampton,Bournemouth,04/01/2017 17:30:00,9,33,11,33,0-0,27,29,1.65,4,6,1.62,3.9,5.75,1.6,3.9,5.7,1.62,3.8,5.25,1.67,4.13,5.57,36,24.4,19,214.25,5.95,41,23.4,16,103.5,2.52,78,76,77,78,74,75,74,74
151,Swansea,Middlesbrough,04/02/2017 13:30:00,17,27,19,22,0-0,29,28,2,3.4,4.33,1.95,3.4,4.2,2,3.4,3.8,1.91,3.25,4.2,1.98,3.43,4.47,37,25.9,34,137.1,3.71,35,26.3,21,121.75,3.48,78,76,75,77,76,74,74,75
152,Arsenal,Man City,04/02/2017 16:00:00,6,50,3,57,2-2,27,28,3.1,3.75,2.3,3.25,3.5,2.2,2.85,3.5,2.4,3,3.6,2.2,3.22,3.82,2.23,42,23.7,26,522.75,12.45,44,24.7,36,621.4,14.12,81,83,82,83,83,85,81,83
153,Leicester,Sunderland,04/04/2017 19:45:00,14,33,20,20,2-0,29,29,1.45,4.5,8.5,1.42,4.6,7.75,1.5,4.2,6.5,1.44,4.33,8,1.48,4.61,7.92,31,25.6,21,175,5.65,42,24.3,27,112.5,2.68,79,78,76,78,81,76,73,76
154,Watford,West Brom,04/04/2017 19:45:00,12,34,8,44,2-0,29,30,2.5,3.2,3.2,2.5,3.2,2.95,2.5,3.3,2.85,2.5,3.1,3.1,2.56,3.16,3.19,46,25.8,36,189.35,4.12,30,26.3,17,115.1,3.84,78,78,76,77,81,76,74,75
155,Burnley,Stoke,04/04/2017 19:45:00,15,32,9,36,1-0,30,30,2.5,3.1,3.3,2.4,3.1,3.25,2.4,3.3,2.95,2.4,3.1,3.3,2.48,3.07,3.43,36,25.7,14,81.8,2.27,34,26.1,27,193.25,5.68,74,74,76,74,77,78,77,78
156,Man Utd,Everton,04/04/2017 20:00:00,6,53,7,50,1-1,28,30,1.57,4.2,6.5,1.55,4,6.5,1.55,4,6.2,1.57,4,6.5,1.57,4.23,6.75,42,23.5,24,553.25,12.7,39,24.9,22,284.35,7.29,84,84,82,83,85,78,79,80
157,Swansea,Tottenham,04/05/2017 19:45:00,17,28,2,62,1-3,30,29,5,4,1.73,5,3.75,1.7,5.3,3.8,1.65,4.75,3.8,1.7,5.33,3.97,1.72,37,25.9,34,137.1,3.71,38,22.7,20,385.5,10.14,78,76,75,77,85,81,81,81
158,Southampton,Crystal Palace,04/05/2017 19:45:00,10,34,16,31,3-1,28,29,1.83,3.7,4.75,1.8,3.5,4.75,1.8,3.6,4.5,1.8,3.5,4.5,1.84,3.7,4.86,36,24.4,19,214.25,5.95,45,25.1,25,215.7,4.79,78,76,77,78,80,77,76,77
159,Arsenal,West Ham,04/05/2017 19:45:00,6,51,13,33,3-0,28,30,1.4,5.25,8,1.36,5.25,8,1.4,4.8,7.5,1.36,5,7.5,1.42,5.32,7.89,42,23.7,26,522.75,12.45,44,23.7,27,240.78,55.47,81,83,82,83,79,77,77,78
160,Hull,Middlesbrough,04/05/2017 19:45:00,18,27,19,23,4-2,30,29,2.05,3.3,4.2,2,3.3,4,2.2,3.35,3.3,2,3.1,4,2.08,3.32,4.2,42,25,22,132.95,3.17,35,26.3,21,121.75,3.48,76,74,75,75,76,74,74,75
161,Chelsea,Man City,04/05/2017 20:00:00,1,69,4,58,2-1,29,29,2.4,3.5,3.1,2.3,3.4,3.1,2.2,3.35,3.3,2.3,3.5,2.9,2.41,3.56,3.08,37,26.1,26,945.8,25.56,44,24.7,36,621.4,14.12,86,84,81,83,83,85,81,83
162,Liverpool,Bournemouth,04/05/2017 20:00:00,3,59,11,34,2-2,29,29,1.36,5.25,9.5,1.36,5.25,8.25,1.3,5.5,9.5,1.36,5,8,1.4,5.31,8.45,38,23.4,23,394.15,10.37,41,23.4,16,103.5,2.52,82,81,81,81,74,75,74,74
163,Tottenham,Watford,04/08/2017 12:30:00,2,65,10,37,4-0,30,30,1.25,6.5,15,1.25,6,11.5,1.3,5.5,9.5,1.22,6,13,1.25,6.6,14,38,22.7,20,385.5,10.14,46,25.8,36,189.35,4.12,85,81,81,81,78,78,76,77
164,West Brom,Southampton,04/08/2017 15:00:00,8,44,9,37,0-1,31,29,3,3.3,2.55,2.95,3.3,2.45,2.85,3.3,2.5,3,3.1,2.4,3.11,3.31,2.52,30,26.3,17,115.1,3.84,36,24.4,19,214.25,5.95,81,76,74,75,78,76,77,78
165,West Ham,Swansea,04/08/2017 15:00:00,15,33,18,28,1-0,31,31,2.1,3.6,3.7,2.05,3.6,3.5,2.1,3.4,3.5,2.05,3.3,3.6,2.09,3.49,3.92,44,23.7,27,240.78,55.47,37,25.9,34,137.1,3.71,79,77,77,78,78,76,75,77
166,Man City,Hull,04/08/2017 15:00:00,4,58,17,30,3-1,30,31,1.2,7.5,17,1.19,7.25,14,1.17,7.5,15,1.2,7,13,1.22,7.6,14.85,44,24.7,36,621.4,14.12,42,25,22,132.95,3.17,83,85,81,83,76,74,75,75
167,Middlesbrough,Burnley,04/08/2017 15:00:00,19,23,14,35,0-0,30,31,2.45,3.1,3.4,2.4,3.1,3.2,2.5,3.3,2.85,2.38,3,3.25,2.42,3.15,3.45,35,26.3,21,121.75,3.48,36,25.7,14,81.8,2.27,76,74,74,75,74,74,76,74
168,Stoke,Liverpool,04/08/2017 15:00:00,12,36,3,60,1-2,31,31,4,3.75,1.95,4,3.6,1.91,4.3,3.5,1.85,3.8,3.6,1.91,4.06,3.71,1.98,34,26.1,27,193.25,5.68,38,23.4,23,394.15,10.37,77,78,77,78,82,81,81,81
169,Bournemouth,Chelsea,04/08/2017 17:30:00,13,35,1,72,1-3,31,30,6.5,4,1.6,6.25,4.1,1.55,6.2,4,1.55,5.75,4,1.57,6.35,4.26,1.59,41,23.4,16,103.5,2.52,37,26.1,26,945.8,25.56,74,75,74,74,86,84,81,83
170,Sunderland,Man Utd,04/09/2017 13:30:00,20,20,6,54,0-3,30,29,10,5.25,1.36,9,5,1.35,7.5,4.8,1.4,10,5,1.33,10.52,5.32,1.36,42,24.3,27,112.5,2.68,42,23.5,24,553.25,12.7,81,76,73,76,84,84,82,83
171,Everton,Leicester,04/09/2017 16:00:00,7,51,11,36,4-2,31,30,1.75,3.9,5,1.72,3.6,5.25,1.65,3.8,5.3,1.73,3.8,4.5,1.76,3.98,4.95,39,24.9,22,284.35,7.29,31,25.6,21,175,5.65,85,78,79,80,79,78,76,78
172,Crystal Palace,Arsenal,04/10/2017 20:00:00,16,31,5,54,3-0,30,29,4.5,3.9,1.83,4.6,3.8,1.75,5,3.7,1.7,4,3.8,1.8,4.37,3.96,1.85,45,25.1,25,215.7,4.79,42,23.7,26,522.75,12.45,80,77,76,77,81,83,82,83
173,Tottenham,Bournemouth,04/15/2017 12:30:00,2,68,15,35,4-0,31,32,1.25,6,10,1.25,5.75,10.5,1.25,6,11,1.25,6,11,1.27,6.67,12.45,38,22.7,20,385.5,10.14,41,23.4,16,103.5,2.52,85,81,81,81,74,75,74,74
174,Crystal Palace,Leicester,04/15/2017 15:00:00,16,34,12,36,2-2,31,31,1.73,3.6,4.75,1.8,3.5,4.4,1.8,3.6,4.5,1.75,3.6,4.75,1.78,3.85,5.1,45,25.1,25,215.7,4.79,31,25.6,21,175,5.65,80,77,76,77,79,78,76,78
175,Everton,Burnley,04/15/2017 15:00:00,6,54,11,36,3-1,32,32,1.4,4.5,8,1.45,4.25,6.75,1.45,4.5,7,1.4,4.33,8,1.43,4.82,8.67,39,24.9,22,284.35,7.29,36,25.7,14,81.8,2.27,85,78,79,80,74,74,76,74
176,Stoke,Hull,04/15/2017 15:00:00,13,36,17,30,3-1,32,32,1.95,3.3,4,1.91,3.4,4,1.85,3.5,4.3,1.91,3.3,4,1.98,3.54,4.3,34,26.1,27,193.25,5.68,42,25,22,132.95,3.17,77,78,77,78,76,74,75,75
177,Sunderland,West Ham,04/15/2017 15:00:00,20,20,14,36,2-2,31,32,3.3,3.25,2.2,3.2,3.4,2.15,3.05,3.4,2.3,3.1,3.4,2.25,3.24,3.54,2.33,42,24.3,27,112.5,2.68,44,23.7,27,240.78,55.47,81,76,73,76,79,77,77,78
178,Watford,Swansea,04/15/2017 15:00:00,10,37,18,28,1-0,31,32,2.4,3.3,2.9,2.35,3.2,3,2.4,3.4,2.9,2.4,3.2,2.9,2.57,3.3,3.05,46,25.8,36,189.35,4.12,37,25.9,34,137.1,3.71,78,78,76,77,78,76,75,77
179,Southampton,Man City,04/15/2017 17:30:00,9,40,4,61,0-3,30,31,4.33,4,1.73,4.5,3.8,1.7,5,3.7,1.7,4.2,3.8,1.75,4.66,4.1,1.78,36,24.4,19,214.25,5.95,44,24.7,36,621.4,14.12,78,76,77,78,83,85,81,83
180,West Brom,Liverpool,04/16/2017 13:30:00,8,44,3,63,0-1,32,32,4,3.8,1.8,4.25,3.6,1.8,4.5,3.6,1.8,4,3.6,1.85,4.34,3.7,1.93,30,26.3,17,115.1,3.84,38,23.4,23,394.15,10.37,81,76,74,75,82,81,81,81
181,Man Utd,Chelsea,04/16/2017 16:00:00,5,57,1,75,2-0,30,31,2.55,3.2,2.8,2.6,3.1,2.75,2.65,3.3,2.65,2.5,3,2.9,2.67,3.2,3,42,23.5,24,553.25,12.7,37,26.1,26,945.8,25.56,84,84,82,83,86,84,81,83
182,Middlesbrough,Arsenal,04/17/2017 20:00:00,19,24,7,54,1-2,31,30,7,4,1.5,6.25,3.9,1.53,6.2,4,1.55,6,4.2,1.53,6.72,4.39,1.55,35,26.3,21,121.75,3.48,42,23.7,26,522.75,12.45,76,74,74,75,81,83,82,83
183,Hull,Watford,04/22/2017 15:00:00,17,30,10,40,2-0,33,32,1.91,3.7,4.33,1.87,3.5,4.4,1.85,3.6,4.2,1.85,3.5,4,1.92,3.7,4.37,42,25,22,132.95,3.17,46,25.8,36,189.35,4.12,76,74,75,75,78,78,76,77
184,Swansea,Stoke,04/22/2017 15:00:00,18,28,11,39,2-0,33,33,2.2,3.4,3.6,2.2,3.25,3.5,2.1,3.4,3.5,2.1,3.3,3.5,2.15,3.53,3.68,37,25.9,34,137.1,3.71,34,26.1,27,193.25,5.68,78,76,75,77,77,78,77,78
185,West Ham,Everton,04/22/2017 15:00:00,13,37,6,57,0-0,33,33,3.3,3.6,2.25,3.3,3.4,2.2,3.5,3.4,2.1,3.1,3.5,2.2,3.27,3.68,2.26,44,23.7,27,240.78,55.47,39,24.9,22,284.35,7.29,79,77,77,78,85,78,79,80
