,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,AATT,AMID,ADEF,AOVR
280,Southampton,Everton,04/26/2014 12:45:00,8,49,5,69,2-0,35,35,2.8,3.5,2.6,2.75,3.4,2.4,2.9,3.3,2.3,2.9,3.4,2.4,2.74,3.59,2.65,31,23.9,16,102.5,3.31,30,25.9,22,217.5,7.25,76,76,73,75,78,78,78,78
281,Stoke,Tottenham,04/26/2014 15:00:00,10,44,6,63,0-1,35,35,3.2,3.4,2.38,2.9,3.4,2.3,3.1,3.3,2.2,3,3.4,2.3,3.33,3.39,2.35,29,26.1,20,126,4.34,36,23.4,21,296,8.22,76,73,73,74,77,80,78,80
282,Swansea,Aston Villa,04/26/2014 15:00:00,13,36,15,35,4-1,35,34,1.7,3.75,6,1.6,3.75,5.5,1.7,3.6,4.7,1.7,3.6,5,1.69,3.86,5.93,31,25.5,27,118.58,3.83,34,24,20,116.3,3.42,79,74,75,76,72,71,74,74
283,West Brom,West Ham,04/26/2014 15:00:00,16,33,12,37,1-0,34,35,1.91,3.75,4.33,1.9,3.4,4,1.9,3.45,3.8,1.95,3.5,3.8,1.88,3.74,4.55,30,26.6,21,91.95,3.07,42,25.3,22,128.25,3.05,70,74,72,74,76,74,72,74
284,Fulham,Hull,04/26/2014 15:00:00,19,30,14,36,2-2,35,34,2.3,3.4,3.4,2.25,3.25,3.1,2.2,3.3,3.1,2.25,3.4,3.1,2.35,3.48,3.25,44,25.4,33,148.35,3.37,33,26.4,22,69.9,2.12,71,74,72,75,72,71,71,72
285,Liverpool,Chelsea,04/27/201414:05:00,1,80,2,75,0-2,35,35,1.67,4.2,5.25,1.62,4.1,4.75,1.65,3.6,5.1,1.66,3.75,5,1.69,4.15,5.28,31,23.8,22,272.5,8.79,48,23.8,40,582.98,12.15,76,79,78,80,81,82,81,82
286,Crystal Palace,Man City,04/27/2014 16:10:00,11,43,3,74,0-2,35,34,7.5,5,1.44,7,4.25,1.44,7.3,4.4,1.4,7,4.33,1.44,7.81,4.99,1.45,41,26.2,24,64.25,1.57,27,25.7,21,479,17.74,71,72,71,72,84,83,81,82
287,Arsenal,Newcastle,04/28/2014 20:00:00,4,70,9,46,3-0,35,35,1.29,6,12,1.28,5.5,9.25,1.3,5,9,1.3,5,10,1.26,6.45,13.58,37,23.8,30,332.7,8.99,33,24.4,26,188.85,5.72,79,81,80,80,78,75,76,76
288,West Ham,Tottenham,05/03/2014 12:45:00,13,37,6,66,2-0,36,36,4.33,3.75,1.91,4,3.6,1.85,3.8,3.45,1.9,4,3.5,1.95,4.25,3.76,1.93,42,25.3,22,128.25,3.05,36,23.4,21,296,8.22,76,74,72,74,77,80,78,80
289,Aston Villa,Hull,05/03/2014 15:00:00,16,35,14,37,3-1,35,35,2.5,3.3,3.1,2.45,3.1,2.95,2.2,3.2,3.2,2.4,3.2,3.2,2.49,3.27,3.2,34,24,20,116.3,3.42,33,26.4,22,69.9,2.12,72,71,74,74,72,71,71,72
290,Stoke,Fulham,05/03/2014 15:00:00,10,44,19,31,4-1,36,36,2.3,3.6,3.25,2.3,3.3,3,2.2,3.5,2.95,2.2,3.4,3.25,2.37,3.59,3.13,29,26.1,20,126,4.34,44,25.4,33,148.35,3.37,76,73,73,74,71,74,72,75
291,Swansea,Southampton,05/03/2014 15:00:00,12,39,8,52,0-1,36,36,2.5,3.4,3,2.3,3.4,2.9,2.3,3.2,3,2.5,3.4,2.87,2.46,3.48,3.06,31,25.5,27,118.58,3.83,31,23.9,16,102.5,3.31,79,74,75,76,76,76,73,75
292,Everton,Man City,05/03/2014 17:30:00,5,69,3,77,2-3,36,35,5,4,1.75,4.5,3.8,1.7,4.25,3.9,1.7,4.5,3.8,1.75,4.95,4.04,1.75,30,25.9,22,217.5,7.25,27,25.7,21,479,17.74,78,78,78,78,84,83,81,82
293,Arsenal,West Brom,05/04/2014 13:30:00,4,73,15,36,1-0,36,36,1.29,6,13,1.28,5.5,9.25,1.3,5,9,1.28,5.5,11,1.28,6.29,12.54,37,23.8,30,332.7,8.99,30,26.6,21,91.95,3.07,79,81,80,80,70,74,72,74
294,Chelsea,Norwich,05/04/2014 16:00:00,2,78,17,32,0-0,36,36,1.2,7.5,17,1.2,6.5,11.5,1.2,5.8,13,1.22,6,15,1.21,7.12,18.25,48,23.8,40,582.98,12.15,29,26.2,17,95.75,3.3,81,82,81,82,74,74,74,74
295,Crystal Palace,Liverpool,05/05/2014 20:00:00,11,43,1,80,3-3,36,36,9,5,1.4,7.5,5,1.36,7.5,4.6,1.37,8,4.8,1.4,8.91,5.06,1.41,41,26.2,24,64.25,1.57,31,23.8,22,272.5,8.79,71,72,71,72,76,79,78,80
296,Sunderland,West Brom,05/07/2014 19:45:00,17,35,16,36,2-0,36,36,2.1,3.2,4.2,2.1,2.9,4,1.9,3.1,4.2,1.95,3.2,4.2,2.14,3.17,4.22,37,24.9,28,151.25,4.09,30,26.6,21,91.95,3.07,74,73,73,74,70,74,72,74
297,Man City,Aston Villa,05/07/2014 19:45:00,2,80,14,38,4-0,36,36,1.14,9.5,21,1.11,9.25,16.5,1.12,8,16,1.14,7.5,17,1.13,11.03,22.39,27,25.7,21,479,17.74,34,24,20,116.3,3.42,84,83,81,82,72,71,74,74
298,Fulham,Crystal Palace,05/11/2014 15:00:00,19,31,11,44,2-2,37,37,2.63,3.5,2.8,2.6,3.2,2.7,2.75,3.3,2.4,2.5,3.4,2.75,2.53,3.5,2.95,44,25.4,33,148.35,3.37,41,26.2,24,64.25,1.57,71,74,72,75,71,72,71,72
299,Hull,Everton,05/11/2014 15:00:00,16,37,5,69,0-2,37,37,4,3.6,2,3.6,3.4,2,3.3,3.3,2.1,3.5,3.5,2,4.06,3.62,2.01,33,26.4,22,69.9,2.12,30,25.9,22,217.5,7.25,72,71,71,72,78,78,78,78
300,Liverpool,Newcastle,05/11/2014 15:00:00,2,81,9,49,2-1,37,37,1.22,7.5,13,1.2,6.5,12.5,1.2,6,12.5,1.2,6.5,13,1.21,8.03,13.96,31,23.8,22,272.5,8.79,33,24.4,26,188.85,5.72,76,79,78,80,78,75,76,76
301,Sunderland,Swansea,05/11/2014 15:00:00,14,38,13,39,1-3,37,37,2.3,3.4,3.4,2.2,3.4,3.1,2,3.3,3.6,2.1,3.4,3.4,2.4,3.4,3.23,37,24.9,28,151.25,4.09,31,25.5,27,118.58,3.83,74,73,73,74,79,74,75,76
302,Man City,West Ham,05/11/2014 15:00:00,1,83,12,40,2-0,37,37,1.17,9,17,1.14,8,14.5,1.12,8,16,1.14,8,15,1.17,8.8,18.25,27,25.7,21,479,17.74,42,25.3,22,128.25,3.05,84,83,81,82,76,74,72,74
303,Tottenham,Aston Villa,05/11/2014 15:00:00,6,66,15,38,3-0,37,37,1.5,4.5,7.5,1.45,4.5,6.25,1.45,4,7,1.5,4.2,6.5,1.47,4.64,7.97,36,23.4,21,296,8.22,34,24,20,116.3,3.42,77,80,78,80,72,71,74,74
304,Norwich,Arsenal,05/11/2014 15:00:00,18,33,4,76,0-2,37,37,4.5,3.8,1.85,4,3.5,1.87,4,3.6,1.8,3.8,3.6,1.9,4.62,3.81,1.85,29,26.2,17,95.75,3.3,37,23.8,30,332.7,8.99,74,74,74,74,79,81,80,80
305,West Brom,Stoke,05/11/2014 15:00:00,17,36,10,47,1-2,37,37,2.1,3.6,3.75,2,3.4,3.6,2.1,3.3,3.3,2.1,3.5,3.3,2.06,3.66,3.82,30,26.6,21,91.95,3.07,29,26.1,20,126,4.34,70,74,72,74,76,73,73,74
